rep,researcher,region,site,microsite_number,microsite,lat ,long,date,temperature,humidity
585,mz,Mojave,Tecopa,4,open,35.85511,-116.17831,06/03/2022,31.24,17.46
586,mz,Mojave,Tecopa,4,open,35.85527,-116.1787,06/03/2022,31.94,16.75
161,ng,Mojave,Tecopa_1,1,shrub,35.85309,-116.18443,05/14/2022,38.42,5.03
162,ng,Mojave,Tecopa_1,1,square,35.85309,-116.18443,05/14/2022,38.95,6.19
163,ng,Mojave,Tecopa_1,1,triangle,35.85309,-116.18443,05/14/2022,38.77,5.07
164,ng,Mojave,Tecopa_1,2,shrub,35.85297,-116.18407,05/14/2022,38.68,5.03
165,ng,Mojave,Tecopa_1,2,square,35.85297,-116.18407,05/14/2022,38.83,5.61
166,ng,Mojave,Tecopa_1,2,triangle,35.85297,-116.18407,05/14/2022,38.76,5.27
167,ng,Mojave,Tecopa_1,3,shrub,35.85294,-116.18396,05/14/2022,38.42,5.17
168,ng,Mojave,Tecopa_1,3,square,35.85294,-116.18396,05/14/2022,39.32,6.45
169,ng,Mojave,Tecopa_1,3,triangle,35.85294,-116.18396,05/14/2022,39.13,4.92
170,ng,Mojave,Tecopa_1,4,shrub,35.85303,-116.18407,05/14/2022,37.76,5.23
171,ng,Mojave,Tecopa_1,4,square,35.85303,-116.18407,05/14/2022,38.71,5.22
172,ng,Mojave,Tecopa_1,4,triangle,35.85303,-116.18407,05/14/2022,38.24,5.16
181,ng,Mojave,Tecopa_1,1,shrub,35.85309,-116.18443,05/26/2022,29.74,9.71
182,ng,Mojave,Tecopa_1,1,square,35.85309,-116.18443,05/26/2022,39.59,9.67
183,ng,Mojave,Tecopa_1,1,triangle,35.85309,-116.18443,05/26/2022,39.68,9.49
184,ng,Mojave,Tecopa_1,2,shrub,35.85297,-116.18407,05/26/2022,40.56,9.34
185,ng,Mojave,Tecopa_1,2,square,35.85297,-116.18407,05/26/2022,40.11,9.25
186,ng,Mojave,Tecopa_1,2,triangle,35.85297,-116.18407,05/26/2022,40.36,9.15
187,ng,Mojave,Tecopa_1,3,shrub,35.85294,-116.18396,05/26/2022,39.72,9.55
188,ng,Mojave,Tecopa_1,3,square,35.85294,-116.18396,05/26/2022,39.63,9.54
189,ng,Mojave,Tecopa_1,3,triangle,35.85294,-116.18396,05/26/2022,39.05,9.81
190,ng,Mojave,Tecopa_1,4,shrub,35.85303,-116.18407,05/26/2022,39.73,9.63
191,ng,Mojave,Tecopa_1,4,square,35.85303,-116.18407,05/26/2022,39.49,9.63
192,ng,Mojave,Tecopa_1,4,triangle,35.85303,-116.18407,05/26/2022,39.42,9.52
173,ng,Mojave,Tecopa_open,1,open,35.85541,-116.17905,05/14/2022,37.54,5.23
174,ng,Mojave,Tecopa_open,2,open,35.85546,-116.17902,05/14/2022,37.46,5.27
175,ng,Mojave,Tecopa_open,3,open,35.85541,-116.17905,05/14/2022,37.73,5.27
176,ng,Mojave,Tecopa_open,4,open,35.85549,-116.17905,05/14/2022,37.62,5.68
177,ng,Mojave,Tecopa_open,1,triangle,35.85541,-116.17905,05/14/2022,37.25,6.27
178,ng,Mojave,Tecopa_open,1,square,35.85541,-116.17905,05/14/2022,37.44,5.75
179,ng,Mojave,Tecopa_open,2,triangle,35.85546,-116.17902,05/14/2022,37.36,5.46
180,ng,Mojave,Tecopa_open,2,square,35.85546,-116.17902,05/14/2022,37.48,5.39
,ng,Mojave,Tecopa,1,shrub,35.85309,-116.18443,03/06/2022,30.12,17.9
,ng,Mojave,Tecopa,1,square,35.85309,-116.18443,03/06/2022,20.26,17.7
,ng,Mojave,Tecopa,1,triangle,35.85309,-116.18443,03/06/2022,30.35,18.12
,ng,Mojave,Tecopa,2,shrub,35.85297,-116.18407,03/06/2022,30.74,17.36
,ng,Mojave,Tecopa,2,square,35.85297,-116.18407,03/06/2022,30.56,17.38
,ng,Mojave,Tecopa,2,triangle,35.85297,-116.18407,03/06/2022,30.52,17.4
,ng,Mojave,Tecopa,3,shrub,35.85294,-116.18396,03/06/2022,30.82,17.24
,ng,Mojave,Tecopa,3,square,35.85294,-116.18396,03/06/2022,30.65,17.75
,ng,Mojave,Tecopa,3,triangle,35.85294,-116.18396,03/06/2022,30.91,17.29
,ng,Mojave,Tecopa,4,shrub,35.85303,-116.18407,03/06/2022,31.39,16.82
,ng,Mojave,Tecopa,4,square,35.85303,-116.18407,03/06/2022,31.28,17.01
,ng,Mojave,Tecopa,4,triangle,35.85303,-116.18407,03/06/2022,,
,ng,Mojave,Tecopa,5,shrub,35.85313,-116.18401,03/06/2022,32.47,16.32
,ng,Mojave,Tecopa,5,square,35.85309,-116.18443,03/06/2022,32.52,15.92
,ng,Mojave,Tecopa,5,triangle,35.85309,-116.18443,03/06/2022,32.21,16.14
,ng,Mojave,Tecopa,6,shrub,35.85307,-116.18394,03/06/2022,32.27,16.86
,ng,Mojave,Tecopa,6,square,35.85309,-116.18443,03/06/2022,31.34,19.97
,ng,Mojave,Tecopa,6,triangle,35.85309,-116.18443,03/06/2022,31.44,16.88
,ng,Mojave,Tecopa,7,shrub,35.85313,-116.184384,03/06/2022,30.85,17.27
,ng,Mojave,Tecopa,7,square,35.85309,-116.18443,03/06/2022,30.75,17.27
,ng,Mojave,Tecopa,7,triangle,35.85309,-116.18443,03/06/2022,31.44,16.88
,ng,Mojave,Tecopa,8,shrub,35.8538,-116.184295,03/06/2022,30.95,17.93
,ng,Mojave,Tecopa,8,square,35.85309,-116.18443,03/06/2022,31.2,17.04
,ng,Mojave,Tecopa,8,triangle,35.85309,-116.18443,03/06/2022,,
,ng,Mojave,Tecopa,1,open,35.85541,-116.17905,03/06/2022,31.61,16.4
,ng,Mojave,Tecopa,2,open,35.85546,-116.17902,03/06/2022,32.35,16.45
,ng,Mojave,Tecopa,3,open,35.85541,-116.17905,03/06/2022,32.2,16
,ng,Mojave,Tecopa,4,open,35.85549,-116.17905,03/06/2022,32.01,16.09
,ng,Mojave,Tecopa,1,open,35.85541,-116.17905,03/06/2022,31.75,16.43
,ng,Mojave,Tecopa,1,open,35.85541,-116.17905,03/06/2022,31.21,16.78
,ng,Mojave,Tecopa,2,open,35.85546,-116.17902,03/06/2022,31.23,16.85
,ng,Mojave,Tecopa,2,open,35.85546,-116.17902,03/06/2022,31.39,17.23
,ng,Carrizo,Carrizo_4,1,shrub,35.11949,-119.62963,05/06/2022,27.78,21.65
,ng,Carrizo,Carrizo_4,1,square,35.11949,-119.62963,05/06/2022,28.52,20.58
,ng,Carrizo,Carrizo_4,1,triangle ,35.11949,-119.62963,05/06/2022,28.49,21.4
,ng,Carrizo,Carrizo_4,2,shrub,35.11929,-119.62958,05/06/2022,28.53,20.95
,ng,Carrizo,Carrizo_4,2,square,35.11929,-119.62958,05/06/2022,28.5,20.68
,ng,Carrizo,Carrizo_4,2,triangle ,35.11929,-119.62958,05/06/2022,27.43,20.9
,ng,Carrizo,Carrizo_4,3,shrub,35.11912,-119.62968,05/06/2022,27.51,21.4
,ng,Carrizo,Carrizo_4,3,square,35.11912,-119.62968,05/06/2022,27.44,21.73
,ng,Carrizo,Carrizo_4,3,triangle ,35.11912,-119.62968,05/06/2022,27.59,20.92
,ng,Carrizo,Carrizo_4,4,shrub,35.11908,-119.62946,05/06/2022,25.79,16.23
,ng,Carrizo,Carrizo_4,4,square,35.11908,-119.62946,05/06/2022,27.96,22.88
,ng,Carrizo,Carrizo_4,4,triangle ,35.11908,-119.62946,05/06/2022,28.13,20.92
,ng,Carrizo,Carrizo_4,5,shrub,35.1191,-11962942,05/06/2022,28.12,20.55
,ng,Carrizo,Carrizo_4,5,square,35.1191,-11962942,05/06/2022,28.34,21.35
,ng,Carrizo,Carrizo_4,5,triangle ,35.1191,-11962942,05/06/2022,28.56,20.34
,ng,Carrizo,Carrizo_4,6,shrub,35.11912,-119.62924,05/06/2022,,
,ng,Carrizo,Carrizo_4,6,square,35.11912,-119.62924,05/06/2022,28.95,20.43
,ng,Carrizo,Carrizo_4,6,triangle ,35.11912,-119.62924,05/06/2022,28.7,19.87
,ng,Carrizo,Carrizo_4,7,shrub,35.11908,-119.62905,05/06/2022,28.03,20.56
,ng,Carrizo,Carrizo_4,7,square,35.11908,-119.62905,05/06/2022,28.68,19.94
,ng,Carrizo,Carrizo_4,7,triangle ,35.11908,-119.62905,05/06/2022,29.02,20.15
,ng,Carrizo,Carrizo_4,8,shrub,35.11881,-119.6291,05/06/2022,28.98,22.12
,ng,Carrizo,Carrizo_4,8,square,35.11881,-119.6291,05/06/2022,29.51,20.1
,ng,Carrizo,Carrizo_4,8,triangle ,35.11881,-119.6291,05/06/2022,29.46,20.11
,ng,Carrizo,Carrizo_Soda Lake,1,open,35.05621,-119.60119,06/06/2022,21.12,60.28
,ng,Carrizo,Carrizo_Soda Lake,2,open,35.05613,-119.60137,06/06/2022,21.9,57.76
,ng,Carrizo,Carrizo_Soda Lake,3,open,35.05614,-119.60146,06/06/2022,21.91,57.82
,ng,Carrizo,Carrizo_Soda Lake,4,open,35.05618,-119.60149,06/06/2022,22.73,55.84
,ng,Carrizo,Carrizo_Soda Lake,5,open,35.0562,-119.60149,06/06/2022,22.75,55.14
,ng,Carrizo,Carrizo_Soda Lake,6,open,35.05634,-119.60142,06/06/2022,23,54.06
,ng,Carrizo,Carrizo_Soda Lake,7,open,35.05627,-119.60138,06/06/2022,22.69,53.96
,ng,Carrizo,Carrizo_Soda Lake,8,open,35.05621,-119.60126,06/06/2022,22.26,55.81
,ng,Carrizo,Carrizo_Soda Lake,1,square,35.05621,-119.60119,06/06/2022,21.54,59.17
,ng,Carrizo,Carrizo_Soda Lake,1,triangle ,35.05621,-119.60119,06/06/2022,22.85,56.85
,ng,Carrizo,Carrizo_Soda Lake,2,square,35.05614,-119.60146,06/06/2022,,
,ng,Carrizo,Carrizo_Soda Lake,2,triangle ,35.05614,-119.60146,06/06/2022,22.32,57.79
,ng,Carrizo,Carrizo_Soda Lake,3,square,35.0562,-119.60149,06/06/2022,23.41,53.61
,ng,Carrizo,Carrizo_Soda Lake,3,triangle ,35.0562,-119.60149,06/06/2022,,
,ng,Carrizo,Carrizo_Soda Lake,4,square,35.05627,-119.60138,06/06/2022,22.8,54.91
,ng,Carrizo,Carrizo_Soda Lake,4,triangle ,35.05627,-119.60138,06/06/2022,22.14,55.61
