rep,region,site,date,microsite_number,density,shrub_ID,shrub_number,total_shrub,microsite_lat,microsite_long,shrub_lat,shrub_long,x,y,z,temp ,RH,camera1_lat,camera1_long,camera2_lat,camera2_long,pendant1_lat,pendant1_long,pendant2_lat,pendant2_long
526,Carrizo,Carrizo_3,05/29/2022,2,high,83,2,12,35.16275,-119.67462,35.16288,-119.67448,305,201,123,20.13,40.48,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
527,Carrizo,Carrizo_3,05/29/2022,2,high,84,3,12,35.16275,-119.67462,35.16291,-119.67451,156,155,114,19.49,42.16,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
528,Carrizo,Carrizo_3,05/29/2022,2,high,85,4,12,35.16275,-119.67462,35.16292,-119.67452,233,227,150,20.14,42.64,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
529,Carrizo,Carrizo_3,05/29/2022,2,high,86,5,12,35.16275,-119.67462,35.16293,-119.67468,336,238,135,18.99,43.39,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
530,Carrizo,Carrizo_3,05/29/2022,2,high,87,6,12,35.16275,-119.67462,35.1629,-119.67468,341,252,131,18.94,44.3,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
531,Carrizo,Carrizo_3,05/29/2022,2,high,88,7,12,35.16275,-119.67462,35.16283,-119.67464,433,274,119,18.58,44.58,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
532,Carrizo,Carrizo_3,05/29/2022,2,high,89,8,12,35.16275,-119.67462,35.16283,-119.67462,237,166,104,18.49,44.79,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
533,Carrizo,Carrizo_3,05/29/2022,2,high,90,9,12,35.16275,-119.67462,35.16278,-119.67467,297,220,116,18.31,44.7,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
534,Carrizo,Carrizo_3,05/29/2022,2,high,91,10,12,35.16275,-119.67462,35.16271,-119.6747,259,235,110,19.02,44.4,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
535,Carrizo,Carrizo_3,05/29/2022,2,high,92,11,12,35.16275,-119.67462,35.16269,-119.67458,290,256,114,18.5,44.73,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
536,Carrizo,Carrizo_3,05/29/2022,2,high,93,12,12,35.16275,-119.67462,35.16273,-119.67458,380,244,109,19.1,44.71,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
537,Mojave,Tecopa,06/03/2022,1,high,94,1,10,35.85266,-116.18361,35.85288,-116.18394,68,63,110,,,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
538,Mojave,Tecopa,06/03/2022,1,high,95,2,10,35.85266,-116.18361,35.85284,-116.18388,200,163,198,,,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
539,Mojave,Tecopa,06/03/2022,1,high,96,3,10,35.85266,-116.18361,35.85284,-116.18385,250,232,237,,,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
540,Mojave,Tecopa,06/03/2022,1,high,97,4,10,35.85266,-116.18361,35.85281,-116.18369,84,80,72,,,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
541,Mojave,Tecopa,06/03/2022,1,high,98,5,10,35.85266,-116.18361,35.8528,-116.18368,65,61,90,,,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
542,Mojave,Tecopa,06/03/2022,1,high,99,6,10,35.85266,-116.18361,35.85278,-116.18374,77,65,69,,,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
543,Mojave,Tecopa,06/03/2022,1,high,100,7,10,35.85266,-116.18361,35.85269,-116.18375,82,73,79,,,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
544,Mojave,Tecopa,06/03/2022,1,high,101,8,10,35.85266,-116.18361,35.85268,-116.18375,103,99,85,,,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
545,Mojave,Tecopa,06/03/2022,1,high,102,9,10,35.85266,-116.18361,35.85274,-116.18382,79,59,64,,,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
546,Mojave,Tecopa,06/03/2022,1,high,103,10,10,35.85266,-116.18361,35.85277,-116.18387,95,90,70,,,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
547,Mojave,Tecopa,06/03/2022,2,high,104,1,11,35.85282,-116.18338,35.8529,-116.18345,332,205,190,,,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
548,Mojave,Tecopa,06/03/2022,2,high,105,2,11,35.85266,-116.18361,35.85289,-116.18333,134,126,167,,,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
549,Mojave,Tecopa,06/03/2022,2,high,106,3,11,35.85266,-116.18361,35.85285,-116.18329,134,127,146,,,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
550,Mojave,Tecopa,06/03/2022,2,high,107,4,11,35.85266,-116.18361,35.85288,-116.1833,98,90,127,,,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
551,Mojave,Tecopa,06/03/2022,2,high,108,5,11,35.85266,-116.18361,35.85283,-116.18314,194,175,112,,,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
552,Mojave,Tecopa,06/03/2022,2,high,109,6,11,35.85266,-116.18361,35.85272,-116.1832,148,140,114,,,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
553,Mojave,Tecopa,06/03/2022,2,high,110,7,11,35.85266,-116.18361,35.85273,-116.18323,93,84,111,,,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
554,Mojave,Tecopa,06/03/2022,2,high,111,8,11,35.85266,-116.18361,35.85275,-116.18326,123,108,94,,,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
555,Mojave,Tecopa,06/03/2022,2,high,112,9,11,35.85266,-116.18361,35.85271,-116.1833,219,131,116,,,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
556,Mojave,Tecopa,06/03/2022,2,high,113,10,11,35.85266,-116.18361,35.85284,-116.18341,192,140,125,,,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
557,Mojave,Tecopa,06/03/2022,2,high,114,11,11,35.85266,-116.18361,35.85283,-116.18346,115,100,113,,,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
558,Mojave,Tecopa,06/03/2022,3,high,115,1,11,35.8528,-116.18421,35.85294,-116.18427,291,247,137,,,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
559,Mojave,Tecopa,06/03/2022,3,high,116,2,11,35.8528,-116.18421,35.85291,-116.1843,128,117,115,,,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
560,Mojave,Tecopa,06/03/2022,3,high,117,3,11,35.8528,-116.18421,35.85288,-116.18421,128,106,122,,,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
561,Mojave,Tecopa,06/03/2022,3,high,118,4,11,35.8528,-116.18421,35.85278,-116.18414,70,55,101,,,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
562,Mojave,Tecopa,06/03/2022,3,high,119,5,11,35.8528,-116.18421,35.85274,-116.18415,96,62,79,,,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
563,Mojave,Tecopa,06/03/2022,3,high,120,6,11,35.8528,-116.18421,35.85268,-116.18417,164,97,94,,,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
564,Mojave,Tecopa,06/03/2022,3,high,121,7,11,35.8528,-116.18421,35.85269,-116.18409,101,88,69,,,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
565,Mojave,Tecopa,06/03/2022,3,high,122,8,11,35.8528,-116.18421,35.85266,-116.18423,125,88,104,,,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
566,Mojave,Tecopa,06/03/2022,3,high,123,9,11,35.8528,-116.18421,35.85268,-116.18422,89,80,78,,,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
567,Mojave,Tecopa,06/03/2022,3,high,124,10,11,35.8528,-116.18421,35.8528,-116.18428,63,33,58,,,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
568,Mojave,Tecopa,06/03/2022,3,high,125,11,11,35.8528,-116.18421,35.85287,-116.18432,95,87,111,,,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85273,-116.18323
569,Mojave,Tecopa,06/03/2022,4,high,115,1,10,35.85267,-116.18457,35.85282,-116.18468,108,86,96,,,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
570,Mojave,Tecopa,06/03/2022,4,high,116,2,10,35.85267,-116.18457,35.85278,-116.18451,69,63,66,,,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
571,Mojave,Tecopa,06/03/2022,4,high,117,3,10,35.85267,-116.18457,35.85276,-116.18447,133,80,53,,,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
572,Mojave,Tecopa,06/03/2022,4,high,118,4,10,35.85267,-116.18457,35.85263,-116.18444,153,73,78,,,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
573,Mojave,Tecopa,06/03/2022,4,high,119,5,10,35.85267,-116.18457,35.85263,-116.18448,137,72,68,,,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
574,Mojave,Tecopa,06/03/2022,4,high,120,6,10,35.85267,-116.18457,35.85258,-116.1845,85,64,55,,,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
575,Mojave,Tecopa,06/03/2022,4,high,121,7,10,35.85267,-116.18457,35.85253,-116.18451,60,60,58,,,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
576,Mojave,Tecopa,06/03/2022,4,high,122,8,10,35.85267,-116.18457,35.85265,-116.18465,103,102,73,,,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
577,Mojave,Tecopa,06/03/2022,4,high,123,9,10,35.85267,-116.18457,35.85263,-116.18472,115,80,77,,,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
578,Mojave,Tecopa,06/03/2022,4,high,124,10,10,35.85267,-116.18457,35.85285,-116.18472,128,105,99,,,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
579,Mojave,Tecopa,06/03/2022,1,open,,,,35.85489,-116.17944,,,,,,,,35.85498,-116.17963,35.8548,-116.17924,35.85498,-116.17963,35.8548,-116.17924
580,Mojave,Tecopa,06/03/2022,1,open,,,,35.85489,-116.17944,,,,,,,,35.85498,-116.17963,35.8548,-116.17924,35.85498,-116.17963,35.8548,-116.17924
581,Mojave,Tecopa,06/03/2022,2,open,,,,35.8544,-116.17934,,,,,,,,35.85442,-116.17972,35.85442,-116.17955,35.85442,-116.17972,35.85442,-116.17955
582,Mojave,Tecopa,06/03/2022,2,open,,,,35.8544,-116.17934,,,,,,,,35.85442,-116.17972,35.85442,-116.17955,35.85442,-116.17972,35.85442,-116.17955
583,Mojave,Tecopa,06/03/2022,3,open,,,,35.85479,-116.17885,,,,,,,,35.85483,-116.17908,35.85474,-116.17866,35.85483,-116.17908,35.85474,-116.17866
584,Mojave,Tecopa,06/03/2022,3,open,,,,35.85479,-116.17885,,,,,,,,35.85483,-116.17908,35.85474,-116.17866,35.85483,-116.17908,35.85474,-116.17866
585,Mojave,Tecopa,06/03/2022,4,open,,,,35.85521,-116.17858,,,,,,,,35.85511,-116.17831,35.85527,-116.1787,35.85511,-116.17831,35.85527,-116.1787
586,Mojave,Tecopa,06/03/2022,4,open,,,,35.85521,-116.17858,,,,,,,,35.85511,-116.17831,35.85527,-116.1787,35.85511,-116.17831,35.85527,-116.1787
