rep,region,site,date,microsite_number,density,shrub_ID,shrub_number,total_shrub,microsite_lat,microsite_long,shrub_lat,shrub_long,x,y,z,temp ,RH,camera1_lat,camera1_long,camera2_lat,camera2_long,pendant1_lat,pendant1_long,pendant2_lat,pendant2_long
126,Mojave,Tecopa,05/14/2022,2,high,110,7,11,35.85266,-116.18361,35.85273,-116.18323,93,84,111,37.36,5.85,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
127,Mojave,Tecopa,05/14/2022,2,high,111,8,11,35.85266,-116.18361,35.85275,-116.18326,123,108,94,37.81,5.97,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
128,Mojave,Tecopa,05/14/2022,2,high,112,9,11,35.85266,-116.18361,35.85271,-116.1833,219,131,116,38.77,5.68,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
129,Mojave,Tecopa,05/14/2022,2,high,113,10,11,35.85266,-116.18361,35.85284,-116.18341,192,140,125,36.41,6.1,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
130,Mojave,Tecopa,05/14/2022,2,high,114,11,11,35.85266,-116.18361,35.85283,-116.18346,115,100,113,36.61,6.59,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
131,Mojave,Tecopa,05/14/2022,3,high,115,1,11,35.8528,-116.18421,35.85294,-116.18427,291,247,137,36.74,6.28,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
132,Mojave,Tecopa,05/14/2022,3,high,116,2,11,35.8528,-116.18421,35.85291,-116.1843,128,117,115,38,5.76,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
133,Mojave,Tecopa,05/14/2022,3,high,117,3,11,35.8528,-116.18421,35.85288,-116.18421,128,106,122,38.15,5.34,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
134,Mojave,Tecopa,05/14/2022,3,high,118,4,11,35.8528,-116.18421,35.85278,-116.18414,70,55,101,37.84,5.5,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
135,Mojave,Tecopa,05/14/2022,3,high,119,5,11,35.8528,-116.18421,35.85274,-116.18415,96,62,79,37.64,5.59,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
136,Mojave,Tecopa,05/14/2022,3,high,120,6,11,35.8528,-116.18421,35.85268,-116.18417,164,97,94,38.58,5.49,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
137,Mojave,Tecopa,05/14/2022,3,high,121,7,11,35.8528,-116.18421,35.85269,-116.18409,101,88,69,39.85,5.03,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
138,Mojave,Tecopa,05/14/2022,3,high,122,8,11,35.8528,-116.18421,35.85266,-116.18423,125,88,104,37.79,5.61,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
139,Mojave,Tecopa,05/14/2022,3,high,123,9,11,35.8528,-116.18421,35.85268,-116.18422,89,80,78,37,5.81,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
140,Mojave,Tecopa,05/14/2022,3,high,124,10,11,35.8528,-116.18421,35.8528,-116.18428,63,33,58,36.78,6.21,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
141,Mojave,Tecopa,05/14/2022,3,high,125,11,11,35.8528,-116.18421,35.85287,-116.18432,95,87,111,36.68,6.04,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85273,-116.18323
142,Mojave,Tecopa,05/14/2022,4,high,115,1,10,35.85267,-116.18457,35.85282,-116.18468,108,86,96,37.15,5.58,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
143,Mojave,Tecopa,05/14/2022,4,high,116,2,10,35.85267,-116.18457,35.85278,-116.18451,69,63,66,38.4,5.42,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
144,Mojave,Tecopa,05/14/2022,4,high,117,3,10,35.85267,-116.18457,35.85276,-116.18447,133,80,53,39.09,5.38,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
145,Mojave,Tecopa,05/14/2022,4,high,118,4,10,35.85267,-116.18457,35.85263,-116.18444,153,73,78,39.46,5.32,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
146,Mojave,Tecopa,05/14/2022,4,high,119,5,10,35.85267,-116.18457,35.85263,-116.18448,137,72,68,38.7,5.34,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
147,Mojave,Tecopa,05/14/2022,4,high,120,6,10,35.85267,-116.18457,35.85258,-116.1845,85,64,55,37.41,5.78,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
148,Mojave,Tecopa,05/14/2022,4,high,121,7,10,35.85267,-116.18457,35.85253,-116.18451,60,60,58,36.96,5.65,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
149,Mojave,Tecopa,05/14/2022,4,high,122,8,10,35.85267,-116.18457,35.85265,-116.18465,103,102,73,37.7,5.81,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
150,Mojave,Tecopa,05/14/2022,4,high,123,9,10,35.85267,-116.18457,35.85263,-116.18472,115,80,77,36.78,5.69,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
151,Mojave,Tecopa,05/14/2022,4,high,124,10,10,35.85267,-116.18457,35.85285,-116.18472,128,105,99,36.68,6.07,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
152,Mojave,Tecopa,05/14/2022,1,open,,,,35.85489,-116.17944,,,,,,37.52,5.85,35.85498,-116.17963,35.8548,-116.17924,35.85498,-116.17963,35.8548,-116.17924
153,Mojave,Tecopa,05/14/2022,1,open,,,,35.85489,-116.17944,,,,,,37.39,5.46,35.85498,-116.17963,35.8548,-116.17924,35.85498,-116.17963,35.8548,-116.17924
154,Mojave,Tecopa,05/14/2022,2,open,,,,35.8544,-116.17934,,,,,,38.86,5.47,35.85442,-116.17972,35.85442,-116.17955,35.85442,-116.17972,35.85442,-116.17955
155,Mojave,Tecopa,05/14/2022,2,open,,,,35.8544,-116.17934,,,,,,37.63,5.6,35.85442,-116.17972,35.85442,-116.17955,35.85442,-116.17972,35.85442,-116.17955
156,Mojave,Tecopa,05/14/2022,3,open,,,,35.85479,-116.17885,,,,,,38.08,5.36,35.85483,-116.17908,35.85474,-116.17866,35.85483,-116.17908,35.85474,-116.17866
157,Mojave,Tecopa,05/14/2022,3,open,,,,35.85479,-116.17885,,,,,,36.71,5.48,35.85483,-116.17908,35.85474,-116.17866,35.85483,-116.17908,35.85474,-116.17866
158,Mojave,Tecopa,05/14/2022,4,open,,,,35.85521,-116.17858,,,,,,37.07,6.76,35.85511,-116.17831,35.85527,-116.1787,35.85511,-116.17831,35.85527,-116.1787
159,Mojave,Tecopa,05/14/2022,4,open,,,,35.85521,-116.17858,,,,,,36.38,6.44,35.85511,-116.17831,35.85527,-116.1787,35.85511,-116.17831,35.85527,-116.1787
160,Cuyama,Cuyama_1,05/16/2022,1,high,1,1,14,34.84879,-119.48412,34.84867,-119.48421,310,306,133,26.82,18.21,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
161,Cuyama,Cuyama_1,05/16/2022,1,high,2,2,14,34.84879,-119.48412,34.84874,-119.48428,329,275,136,26.13,19.26,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
162,Cuyama,Cuyama_1,05/16/2022,1,high,3,3,14,34.84879,-119.48412,34.84882,-119.48426,258,208,122,26.3,19.57,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
163,Cuyama,Cuyama_1,05/16/2022,1,high,4,4,14,34.84879,-119.48412,34.84892,-119.48418,301,174,90,25.71,20.25,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
164,Cuyama,Cuyama_1,05/16/2022,1,high,5,5,14,34.84879,-119.48412,34.84894,-119.4841,236,190,117,25.37,20.21,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
165,Cuyama,Cuyama_1,05/16/2022,1,high,6,6,14,34.84879,-119.48412,34.84896,-119.48405,479,296,188,25.37,19.51,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
166,Cuyama,Cuyama_1,05/16/2022,1,high,7,7,14,34.84879,-119.48412,34.84892,-119.48399,543,358,193,26.58,18.84,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
167,Cuyama,Cuyama_1,05/16/2022,1,high,8,8,14,34.84879,-119.48412,34.84889,-119.48411,314,220,180,26.77,18.4,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
168,Cuyama,Cuyama_1,05/16/2022,1,high,9,9,14,34.84879,-119.48412,34.84882,-119.48412,287,276,132,26.69,17.61,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
169,Cuyama,Cuyama_1,05/16/2022,1,high,10,10,14,34.84879,-119.48412,34.84882,-119.48399,470,387,165,28.64,18.36,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
170,Cuyama,Cuyama_1,05/16/2022,1,high,11,11,14,34.84879,-119.48412,34.84875,-119.48398,352,280,216,27.5,17.61,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
171,Cuyama,Cuyama_1,05/16/2022,1,high,12,12,14,34.84879,-119.48412,34.84874,-119.48393,332,317,162,26.21,17.07,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
172,Cuyama,Cuyama_1,05/16/2022,1,high,13,13,14,34.84879,-119.48412,34.84865,-119.48393,490,418,124,26.38,17.03,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
173,Cuyama,Cuyama_1,05/16/2022,1,high,14,14,14,34.84879,-119.48412,34.84877,-119.48405,224,183,108,25.63,18.45,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
174,Cuyama,Cuyama_1,05/16/2022,2,high,15,1,13,34.84917,-119.48436,34.84901,-119.48436,457,422,127,27.6,18.73,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
175,Cuyama,Cuyama_1,05/16/2022,2,high,16,2,13,34.84917,-119.48436,34.84911,-119.48445,404,358,148,26.74,18.97,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
176,Cuyama,Cuyama_1,05/16/2022,2,high,17,3,13,34.84917,-119.48436,34.84915,-119.48448,269,254,144,25.91,19.74,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
177,Cuyama,Cuyama_1,05/16/2022,2,high,18,4,13,34.84917,-119.48436,34.84922,-119.48441,320,287,132,26.87,19.18,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
178,Cuyama,Cuyama_1,05/16/2022,2,high,19,5,13,34.84917,-119.48436,34.84922,-119.48439,367,296,130,26.7,18.69,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
179,Cuyama,Cuyama_1,05/16/2022,2,high,20,6,13,34.84917,-119.48436,34.84929,-119.48425,410,365,144,26.94,18.56,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
180,Cuyama,Cuyama_1,05/16/2022,2,high,21,7,13,34.84917,-119.48436,34.84934,-119.4842,480,322,153,26.35,19.16,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
181,Cuyama,Cuyama_1,05/16/2022,2,high,22,8,13,34.84917,-119.48436,34.84928,-119.48416,266,233,117,27.14,18.62,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
182,Cuyama,Cuyama_1,05/16/2022,2,high,23,9,13,34.84917,-119.48436,34.84921,-119.48411,511,450,158,27.17,18.54,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
183,Cuyama,Cuyama_1,05/16/2022,2,high,24,10,13,34.84917,-119.48436,34.84917,-119.48407,356,340,130,25.46,18.12,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
184,Cuyama,Cuyama_1,05/16/2022,2,high,25,11,13,34.84917,-119.48436,34.84916,-119.4842,329,318,130,25.88,18.45,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
185,Cuyama,Cuyama_1,05/16/2022,2,high,26,12,13,34.84917,-119.48436,34.84911,-119.48419,442,383,148,26.83,18.37,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
186,Cuyama,Cuyama_1,05/16/2022,2,high,27,13,13,34.84917,-119.48436,34.84904,-119.48426,394,359,154,26.61,18.14,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
187,Cuyama,Cuyama_2,05/16/2022,1,high,28,1,11,34.85443,-119.48605,34.85431,-119.48598,339,307,144,27.11,17.25,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
188,Cuyama,Cuyama_2,05/16/2022,1,high,29,2,11,34.85443,-119.48605,34.85429,-119.48615,402,253,143,26.86,17.66,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
189,Cuyama,Cuyama_2,05/16/2022,1,high,30,3,11,34.85443,-119.48605,34.85437,-119.48611,306,273,162,26.84,17.01,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
190,Cuyama,Cuyama_2,05/16/2022,1,high,31,4,11,34.85443,-119.48605,34.85441,-119.48611,304,297,168,26.3,17.47,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
191,Cuyama,Cuyama_2,05/16/2022,1,high,32,5,11,34.85443,-119.48605,34.85447,-119.48622,420,320,158,26.86,17.98,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
192,Cuyama,Cuyama_2,05/16/2022,1,high,33,6,11,34.85443,-119.48605,34.85453,-119.48618,254,238,122,27.44,17.15,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
193,Cuyama,Cuyama_2,05/16/2022,1,high,34,7,11,34.85443,-119.48605,34.85458,-119.48613,357,356,146,28.1,16.48,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
194,Cuyama,Cuyama_2,05/16/2022,1,high,35,8,11,34.85443,-119.48605,34.85465,-119.48612,487,418,155,28.19,16.3,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
195,Cuyama,Cuyama_2,05/16/2022,1,high,36,9,11,34.85443,-119.48605,34.85471,-119.48601,337,325,160,27.1,16.87,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
196,Cuyama,Cuyama_2,05/16/2022,1,high,37,10,11,34.85443,-119.48605,34.8546,-119.48595,357,334,163,2707,17.03,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
197,Cuyama,Cuyama_2,05/16/2022,1,high,38,11,11,34.85443,-119.48605,34.85452,-119.48598,435,419,171,27.99,16.92,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
198,Cuyama,Cuyama_2,05/16/2022,2,high,39,1,11,34.8537,-119.48597,34.85379,-119.48594,347,335,185,26,18.32,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
199,Cuyama,Cuyama_2,05/16/2022,2,high,40,2,11,34.8537,-119.48597,34.85368,-119.48573,376,356,169,26.74,18.41,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
200,Cuyama,Cuyama_2,05/16/2022,2,high,41,3,11,34.8537,-119.48597,34.85348,-119.48561,330,313,174,27.11,18.17,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
201,Cuyama,Cuyama_2,05/16/2022,2,high,42,4,11,34.8537,-119.48597,34.85355,-119.48567,330,295,166,27.99,17.07,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
202,Cuyama,Cuyama_2,05/16/2022,2,high,43,5,11,34.8537,-119.48597,34.8535,-119.48595,156,142,86,27.28,16.93,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
203,Cuyama,Cuyama_2,05/16/2022,2,high,44,6,11,34.8537,-119.48597,34.85362,-119.48598,235,231,146,27.13,17.4,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
204,Cuyama,Cuyama_2,05/16/2022,2,high,45,7,11,34.8537,-119.48597,34.85356,-119.48605,594,538,213,27.53,17.05,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
205,Cuyama,Cuyama_2,05/16/2022,2,high,46,8,11,34.8537,-119.48597,34.85366,-119.48608,426,381,209,26.79,17.65,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
206,Cuyama,Cuyama_2,05/16/2022,2,high,47,9,11,34.8537,-119.48597,34.85369,-119.48623,317,315,167,26.96,16.9,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
207,Cuyama,Cuyama_2,05/16/2022,2,high,48,10,11,34.8537,-119.48597,34.85381,-119.48626,167,131,97,25.79,17.73,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
208,Cuyama,Cuyama_2,05/16/2022,2,high,49,11,11,34.8537,-119.48597,34.85393,-119.48602,280,264,137,27.85,16.23,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
209,Cuyama,Cuyama_1,05/16/2022,1,open,,,,34.8482,-119.48393,,,,,,24.63,21,34.84835,-119.4838,34.84803,-119.48404,34.84835,-119.4838,34.84803,-119.48404
210,Cuyama,Cuyama_1,05/16/2022,1,open,,,,34.8482,-119.48393,,,,,,26.01,18.98,34.84835,-119.4838,34.84803,-119.48404,34.84835,-119.4838,34.84803,-119.48404
211,Cuyama,Cuyama_1,05/16/2022,2,open,,,,34.84853,-119.48433,,,,,,25.59,19.49,34.84837,-119.48441,34.84867,-119.48428,34.84837,-119.48441,34.84867,-119.48428
212,Cuyama,Cuyama_1,05/16/2022,2,open,,,,34.84853,-119.48433,,,,,,24.86,1958,34.84837,-119.48441,34.84867,-119.48428,34.84837,-119.48441,34.84867,-119.48428
213,Cuyama,Cuyama_2,05/16/2022,1,open,,,,34.85491,-119.48505,,,,,,25.03,18.86,34.85474,-119.48492,34.85503,-119.48515,34.85474,-119.48492,34.85503,-119.48515
214,Cuyama,Cuyama_2,05/16/2022,1,open,,,,34.85491,-119.48505,,,,,,28.65,15.9,34.85474,-119.48492,34.85503,-119.48515,34.85474,-119.48492,34.85503,-119.48515
215,Cuyama,Cuyama_2,05/16/2022,2,open,,,,34.85442,-119.4848,,,,,,25.92,19.09,34.8542,-119.48468,34.85459,-119.48492,34.8542,-119.48468,34.85459,-119.48492
216,Cuyama,Cuyama_2,05/16/2022,2,open,,,,34.85442,-119.4848,,,,,,24.75,20.05,34.8542,-119.48468,34.85459,-119.48492,34.8542,-119.48468,34.85459,-119.48492
217,Carrizo,Carrizo_4,05/17/2022,1,high,50,1,11,35.11959,-119.62891,35.1196,-119.629,410,312,124,28.05,16.99,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
218,Carrizo,Carrizo_4,05/17/2022,1,high,51,2,11,35.11959,-119.62891,35.11969,-119.62907,290,257,147,26.26,17.87,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
219,Carrizo,Carrizo_4,05/17/2022,1,high,52,3,11,35.11959,-119.62891,35.11969,-119.6289,463,279,141,25.51,18.85,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
220,Carrizo,Carrizo_4,05/17/2022,1,high,53,4,11,35.11959,-119.62891,35.11967,-119.62882,243,235,119,25.43,18.89,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
221,Carrizo,Carrizo_4,05/17/2022,1,high,54,5,11,35.11959,-119.62891,35.11967,-119.62877,291,255,135,25.02,19.4,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
222,Carrizo,Carrizo_4,05/17/2022,1,high,55,6,11,35.11959,-119.62891,35.11965,-119.62871,430,243,115,25.34,19.17,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
223,Carrizo,Carrizo_4,05/17/2022,1,high,56,7,11,35.11959,-119.62891,35.11956,-119.62884,250,206,127,25.28,18.96,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
224,Carrizo,Carrizo_4,05/17/2022,1,high,57,8,11,35.11959,-119.62891,35.11949,-119.6288,314,245,124,25.64,18.3,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
225,Carrizo,Carrizo_4,05/17/2022,1,high,58,9,11,35.11959,-119.62891,35.11949,-119.6289,212,182,114,25.24,19,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
226,Carrizo,Carrizo_4,05/17/2022,1,high,59,10,11,35.11959,-119.62891,35.11945,-119.62898,398,281,120,25.86,18.6,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
227,Carrizo,Carrizo_4,05/17/2022,1,high,60,11,11,35.11959,-119.62891,35.11951,-119.62896,237,182,99,24.63,19.52,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
228,Carrizo,Carrizo_4,05/17/2022,1,open,,,,35.11994,-119.2885,,,,,,25,18.96,35.11982,-119.62901,35.12006,-119.62871,35.11982,-119.62901,35.12006,-119.62871
229,Carrizo,Carrizo_4,05/17/2022,1,open,,,,35.11994,-119.2885,,,,,,23.44,21.29,35.11982,-119.62901,35.12006,-119.62871,35.11982,-119.62901,35.12006,-119.62871
230,Carrizo,Carrizo_4,05/17/2022,2,open,,,,35.11888,-119.62764,,,,,,25.95,17.92,35.11875,-119.62788,35.11895,-119.62751,35.11875,-119.62788,35.11895,-119.62751
231,Carrizo,Carrizo_4,05/17/2022,2,open,,,,35.11888,-119.62764,,,,,,27.13,21.27,35.11875,-119.62788,35.11895,-119.62751,35.11875,-119.62788,35.11895,-119.62751
232,Carrizo,Carrizo_4,05/17/2022,2,high,61,1,10,35.11943,-119.6282,35.11931,-119.62838,330,291,140,25.87,17.66,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
233,Carrizo,Carrizo_4,05/17/2022,2,high,62,2,10,35.11943,-119.6282,35.11953,-119.62814,288,223,134,25.48,19.34,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
234,Carrizo,Carrizo_4,05/17/2022,2,high,63,3,10,35.11943,-119.6282,35.11961,-119.62805,372,250,114,25.12,18.59,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
235,Carrizo,Carrizo_4,05/17/2022,2,high,64,4,10,35.11943,-119.6282,35.11949,-119.62812,340,230,157,26.17,18.22,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
236,Carrizo,Carrizo_4,05/17/2022,2,high,65,5,10,35.11943,-119.6282,35.11948,-119.62814,285,220,179,26.71,18.06,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
237,Carrizo,Carrizo_4,05/17/2022,2,high,66,6,10,35.11943,-119.6282,35.11944,-119.62811,437,385,176,26.6,17.94,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
238,Carrizo,Carrizo_4,05/17/2022,2,high,67,7,10,35.11943,-119.6282,35.1194,-119.62821,204,186,90,25.69,18.41,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
239,Carrizo,Carrizo_4,05/17/2022,2,high,68,8,10,35.11943,-119.6282,35.11928,-119.62825,348,305,158,25.29,19.39,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
240,Carrizo,Carrizo_4,05/17/2022,2,high,69,9,10,35.11943,-119.6282,35.1193,-119.62836,347,286,112,27.12,21.3,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
241,Carrizo,Carrizo_4,05/17/2022,2,high,70,10,10,35.11943,-119.6282,35.1193,-119.62838,268,206,118,27.46,17.65,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
242,Carrizo,Carrizo_3,05/17/2022,1,open,,,,35.16239,-119.67393,,,,,,25.62,18.88,35.16221,-119.67395,35.16256,-119.67392,35.16221,-119.67395,35.16256,-119.67392
243,Carrizo,Carrizo_3,05/17/2022,1,open,,,,35.16239,-119.67393,,,,,,24.61,19.2,35.16221,-119.67395,35.16256,-119.67392,35.16221,-119.67395,35.16256,-119.67392
244,Carrizo,Carrizo_3,05/17/2022,2,open,,,,35.1626,-119.67429,,,,,,27.87,16.88,35.16247,-119.67448,35.1627,-119.67415,35.16247,-119.67448,35.1627,-119.67415
245,Carrizo,Carrizo_3,05/17/2022,2,open,,,,35.1626,-119.67429,,,,,,30.5,13.54,35.16247,-119.67448,35.1627,-119.67415,35.16247,-119.67448,35.1627,-119.67415
246,Carrizo,Carrizo_3,05/17/2022,1,high,71,1,11,35.16308,-119.67394,35.16297,-119.67397,295,205,145,24.85,19.61,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
247,Carrizo,Carrizo_3,05/17/2022,1,high,72,2,11,35.16308,-119.67394,35.16303,-119.67406,309,250,138,24.53,20.6,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
248,Carrizo,Carrizo_3,05/17/2022,1,high,73,3,11,35.16308,-119.67394,35.16304,-119.67407,348,220,145,24.95,20.05,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
249,Carrizo,Carrizo_3,05/17/2022,1,high,74,4,11,35.16308,-119.67394,35.16312,-119.67412,400,272,117,23.95,20.58,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
250,Carrizo,Carrizo_3,05/17/2022,1,high,75,5,11,35.16308,-119.67394,35.16315,-119.67398,196,101,98,23.43,20.33,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
251,Carrizo,Carrizo_3,05/17/2022,1,high,76,6,11,35.16308,-119.67394,35.16313,-119.67397,432,213,110,23.67,20.82,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
252,Carrizo,Carrizo_3,05/17/2022,1,high,77,7,11,35.16308,-119.67394,35.16315,-119.67391,331,300,122,23.04,21.87,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
